polarity,text
0,Going to bed only to wake up in 6 hours 
1,@bangengeman I said bye to ping a while ago. He's now heading back to Klang. Next time you and Dennis should come here w/ me! 
1,won 228 @ mahjong 
0,"what a great day outside, pity that i am stuck in the office today "
1,"@suthezcian Nope. You didn't. However, I'll let it slide... this time... "
0,Damn I forgot about myrtle summer traffic. 
1,Brilliant marketing by @trvsbrkr and @DJ_AM. Just got their new mix tape in exchange for a tweet. Phenomenal deal.    http://bit.ly/Xqnac
1,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
0,@pottymouthmama I really really didn't like the close-up of Julies' chin-sweat-bead glistening there and threatening to drop 
0,is tidying my room 
0,@Paperclippe That's what I keep telling myself. At least I can visit. If he doesn't hate me. He was so mad &amp; scared when I left him. 
1,... or maybe I'm just too tired to be typing. 
0,next 2 weeks - crazy busy studying!  study parties with kait! haha. can't wait for more shows &lt;33
1,test de Twitter sous adium 1.4beta1 
0,Agh my stomach hurts 
1,Oh - forgot to twit that I was logging in to NF.  And now I'm logging out.   Church tomorrow.  I need sleep so I can appear angelic. xox
0,@AmyGumenick do show pix of ur puppy!!! Puppies are awesome  â sorry bout the T-bear though 
1,"@wwwjeffmayca I need to check the tivo, although because I recorded it last year it should already be set "
1,@Aymantm follow them .... they will follow you 
1,off to teach two classes back2back! Then.....? 
0,Why time passes so fast?  u will be leaving me here alone and spend 2 yrs serving the nation soon.. :..( http://myloc.me/2Wq7
1,"I'm going to sleep, exhausted, have a good day French friends "
0,Spent 6 hours at little ballarina's recitals...Paige and Grace..you rock.  Tonda and I went to Mimi's afterwards.  Not great!  
0,Noooo... Steve #Wiebe just failed the record attempt with 923400. 
1,"Lots of work to doooo. Lots of reading, deciding &amp; writing. Intimidating but such a thrill "
1,@amyzsenai Thank you! 
1,@Candyland3 please stop rubbing it in... lol. Bring me a bacon cheeseburger from Nations' back please 
1,"is watching HGTV. Also very glad I did not have to get up at 6:30 to take Mom. Thanks, Dad! "
1,Back on twitter finally! 
0,Wish I was going to PV09!!  http://jijr.com/hvq8
1,Garage sale is done. Shower then sleep. Text me.   sam ( :
0,"forecast in sf for friday, may 29: 66 degrees. "
1,Uninstalling some more programs I don't use or going to not use maybe it'll free up some space 
0,wishes she could go to REPO this weekend. 
1,enjoys the peacefulness in my room  I also love it when there's no light because I love the sun!
1,@braze74 Hey babe!  Yes I am looking for some theater festivals now to do my show there in Chicago! Let me know if you have leads! 
0,Wow twitterena is acting up. So is tweetdeck. I give up. 
1,@DatBombChic hi  you do look bomb!
0,Hurt-Christina Aguilera. Still makes me cry 
0,"ANOTHER presentation on my Battery Recycling Project. Which is fine, but when will someone important notice and take action huh? "
1,Whew...was a bad day. But it's getting over! 
1,twitters!!!!  just got back from the salon  got to trim my hair coz it's so long!!! haha
1,"@onerepublicyea Ah! I know who's Faryl, but I like Andrew more "
0,wants a fire with toasted marshmellows. 
0,@alexandrakor omg I'm getting so confused with all the replies and I like to type a lot and it only lets me put 140 characters....  hahaha
0,@whoisariston I know how you feel. It's such a lot of money for something you can roll yourself a lot cheaper 
0,@Lewdogg3 The song you sent me. You sent me Chicken Fried and I couldn't save it.  LAME!!! I need the music.
0,@tobeabother so jealous! haven't gotten mine yet. 
0,i loveeee METRO STATION.. can't go to the metro station show in Cologne  Mum says it's to far away.
1,@KeelyRoden are u about one night next week? We want to go on a caribbean cruise..we could be on it at the same time  good idea?? X
1,@mollysusie cool. I'll check it out soon. Although I'll be going on vacation soon so I'll be doing my own hiking around beantown. 
0,@pfost_7 Ben studied inter-war Japan so I was mentioning to Deb Mc that I was not up on World War I and II history  I am ashamed
0,"cocoa beach,FL = RAIN "
1,@cleverindie I think it's funny- I totally get it. 
1,We were in the clouds on the Peaks of Otter. It was absolutly breath taking... So romantic 
0,"@MsBrite aw man, i got some FUBU shirts...thats messed up "
0,doesn't know what to do anymore. I want something so badly that I don't think I'll get. I need a miracle.  please I'm praying!
0,needs to wash her cats. Uncool. 
1,"@FUCKCITY Its on this month's issue of Rocksound (the one with Green Day on the cover), page 18. Hahah! "
1,i wanna see it  http://twitgoo.com/o6xj
1,@darthrazorback Awesome video! promote away! 
0,I shouldn't have wore sandals today...my feet hurt 
1,MTV movie awards  haha kristen Stewart how embarrasing
0,twitter and facebook have failed me this morning 
1,Morning all! I am so blessed and so are you! 
0,my chest hurts... 
0,really wishes her jaw would stop hurting.  
0,"@ahmedzainal He'll  join british school next yr, now he is in Madeleine Pre school in Manama... "
0,@helenaanneh umm just going out to lunch with family. but ahh i am so tired  wbu babe?
0,@TimothyJWH well its good you remembered. I'm a little sad you forgot about us though 
1,@AmandaSanter ah thanks for bailing me out hon!. I feel better about my lack of education now 
0,"Days of rest always seem to precede crazy weeks.  Today I barely scratched the surface of my todo list, and I'm a todo list junkie. "
0,Our book club all loved My Sister's Keeper and we will be going to see movie in july... not sure about C. Diaz starring as the mother 
0,"Very sore today  My 2legs uncle got me doggy treats from some place called Florida while he was on holiday, I'm lucky "
0,my teeth really hurt!  and is wanting him to call.
1,@TeenAngster awwww...what a cute pup! 
1,@Butterflygurl07 it's now moved to june16! yay! haha. how 'bout csb? you still have classes? 
0,doesn't know what the fuck to do 
0,@Jeneralist ouch! That hurts comin from my siamese twin! 
1,Morning all! I REALLY must catch up with my #followfriday stuff today! But first - more tea 
0,@flamingokitty Whilst your sad you can but not normally 
1,&quot;Beam Me Up&quot; is my new shit. I twirled that  punk bar down in Miami... 
0,@arikfr i'm not green 
0,@twisted_utopia That sucks...Ty lives like an hour and a half away...we've seen each other 4 times in 2009 
1,Is happy to see the baybears back on the winning side 
1,Currently amazed at how a conversation with someone that lasts till like 1 in the morning can fix (almost) everything 
0,wants to go to the confirmation today but cant  x
0,"Heading out. Great show, liked JA even though I've never heard them before. NIN really delivered. Gonna miss Reznor "
1,"Looking for info on wikis, just not right now. Someone remind me later "
1,I got a bartending job at Paddock Lane!!! 
0,"@karishhhh my rents preordered NP and ordered the fresh to death shirt, a dvd, and lots of money lol. i don't think i can,hella busy "
1,"Im at blogthings.com cuz i got boared, hehe, its fun though "
0,How can something that looks so good taste so nasty?  http://yfrog.com/0fynfj
1,Getting a surprise from the boyfriend...I can't wait! 
1,@ddlovato i dare you to atleast mention ten of ur fans names in a song.... any song!  would make most of us happy!
0,@LeanneJLewis when you cant find what you want. what you do want doesnt fit. when you dont have enough money  the list is endless..
0,dads going into hospital on tuesday  sad
1,Just woke up. Good morning! 
0,not my bday anymore 
1,"@GourleyGirl Lens and Metric on the same night - decisions, decisions "
1,trying to find @crystalchappell 's tweets. too many BPD tweets in between 
0,Back to my own store! Good ole store! Oh yeah store that comp floaded 
1,"Aaaand that was it, the last hurrah!!! I'm officially jobless and poor and happy "
0,@anginabitch noo 
1,popping next door for bbq 
0,Sims 3 is rubbish  I've took it back
1,@arcadecore you wish 
0,My amaryllis died 
1,"@khad strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways "
1,Had an AWSOME day 
0,hey why no onw is twitting why it's only my 
1,@taylorswift13 i plan to have myself parked on the couch from 6-whenever the movie awards are over! 
0,hasn't been on twitter in a long time.  my bad
1,@quincypondexter @kevindurant35 I need some followers too. Please follow and help out. Thanks. 
0,@BSBACK1998 aww that sucks. Favorite stores taking the dive for the deep end. sad. 
0,"i wish i had 3 ladies rubbing my feet,feeding me grapes  and giving me a neck massage "
1,@duskyblueskies I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it 
1,"@mileycyrus 10!! You're sure to win one! If you win over 5 you can give me one if you want, I'm cool with that  "
1,Happy Mothers Day to All of the Twitter World Mommies!!!  Have a most beautiful day!! 
0,Does anyone know the two celebs that got eliminated on I'm A Celebrity last night? I missed it 
0,hoping its not going to rain I have to plan netball tonight 
0,Farrah RIP  we will miss u! &quot;Angel of Music
1,@djedizz haha I know they'll be enough groupies there... Females AND males.. So were better off @ home 
1,"At my nieces 1st birthday party, I cant believe its been a yr... "
1,Figured out my iMovie issue.  A bike ride and a piece of blueberry pie helped find some clarity 
0,"@milalemos OMG! REALLY?? Oh! No, he won't be our teatcher anymore?? "
1,@purplefangs good idea. Ill look into it. 
1,I just learned how to do a neat zooming thing on my mac! Wheee! 
1,@therealgbaby no not really...no one tells owls they can't be awake at 4 in the morning 
1,might go to da pool!!!!!!!!!!!! 
0,@GPManga Sharing is very nice! XD Although I have about 20 manga that I lent to my sis &amp; her friends 6 months ago and haven't seen since 
0, @desiredeffect
0,@jesscorrie And the friend is finally starting to perk up. Well right now she's sleeping but today got pretty rough for her. 
0,Lead Me Lord..... 
1,finish eatin my breakfast ..yumm i made option #2  ...txtin todd until i fall asleep
0,"@magicalsprite thanks, but we just lost  Still great to be out"
1,"@MissCarrie_Baby whaaaat seriously? mines fine? and all i use is a mac, straight up. see you tonight "
1,@ the mall spending $ 
1,It was so beautiful out today that my husband and I took a ride out into the country side. 
1,http://twitpic.com/7gv8x - major photo clashing   made it on my phone
0,making notecards for the GeoTerms test  then I need to re-study for the Asia map test that I failed. hw all day. whoohoo...
1,@rustyrockets Holy shit i watched Bedtime Stories last night absolute classic man! Great performance 
0,@samwoodslol you ass. I'm stuck in the side if the road with a poorly Francis after having no sleep last nite &amp; my hay fever is raping me 
0,In a really crappy mood for some unknown reason. Feeling kinda homesick too 
1,is finishing off related lit during PlanSem break  http://plurk.com/p/sw05s
0,"@AskAroundOttawa it's annoying bc my hair products don't have perfume, but smell like the ingredients in them "
0,Time for Work! 
1,@jamesoff i have that on my normal irssi (box happens to  be down today so i can't see the stats right now) 
0,"@anniething1 I'm trying to find a download of it but it seems pretty unknown.  There's Japanese anime with same name, that's all I find"
0,6:00 is gonna come way too soon 
1,@mefv  http://twitpic.com/7e6mo - nice work 
0,Go Go Go Mexico. i hope they win. what a shame it would be to lose to those mean ppl  they treated them like crap!!! how rude.
0,I just burst my grandsons balloon and now he won't speak to me 
0,says kebanyakan acc great!  http://plurk.com/p/xxduj
1,@TheDavidBlaise me too me too! 
0,iPhone does not support java/flash in safari? rly? 
1,"@HollyYM awww babe, I can imagine the adrenaline rush! You must try again after lunch. So excited for you  xoxox"
0,"oh so i heard pakistan won, no ones in class nemore prolly out celebrating "
1,http://twitpic.com/7jjt0 - my mom just closeing my door.. 
0,Going home to get clothes 
1,@Rings_Things - Thanks Dave - just sharing all the great friends &amp; info on Twitter!  
0,@alandistro the aalor link is broken  @chamciruit  I would like to make a video!
0,it's her last night at lpc.  til next year.
0,@WWEFEVER i know!! hurricane used to be my fav wrestler  i'm guessing he is not a people person
0,@OdisG mE!!! Back in DR! I use 2 have a new Chinchon everyday 
0,aj cathy had gon  sad tkmes
0,"@CharlesTilley ah, i LOVE barbeques, have fun,  you've made me want one now! it's not good enough weather here though  xxx"
1,http://snurl.com/i920w - it's not good to burst out laughing in the office. But I couldn't help it 
1,@BLACKTARA no doubt!!! Im there 
1,@ThisThatBeauty wish I was home to watch you! Hope you will be able to put a video up. 
0,@AshleyLTMSYF i like the song i miss u by miley cyrus cos its about her gdad and my gdad is really ill atm   love you lots xoxoxoxoxoxoxox
1,Countdown for the Weekend! 
0,@hanaabanana You see why i don't like it?  Oh yes lol. James McAvoy is sooo nice!
0,I'm suppose to be heading to Chicago soon. I don't know with who. I know I'm related to them though. I&lt;3Chicago 
1,is churching it up again today 
0,"I try to understand what is the point in twitter. It is still a long way to go, I suspect "
0,I can not log into my facebook anymore 
0,@jaydestro I need a partner 
1,@The_Roth he's good.....be fun to hang out with u and see Phil at the same time. we could go to London perhaps too 
0,@imsuperhuman wle. SORRY LAH  heheh nah reply for you! i love youuuuu and see youuuu on Monday !
1,@jeffflowers How do you really feel? dude get a grip 
0,@scogill It's raining here 
1,@CALLmeJUICY Einstein's quotes are my favorite 
0,"@adam_kent  he asked me if i understood my job &amp; if some training was needed  but yeah pure jane version, not much hiss...just bleating.."
1,Tons of new footage for &quot;Touring Venezuela&quot;... Check 
0,"yahi says to check your monthly horoscope!-_- but my life doesnt match it anymore  it rained in the morning, i wanted it to keep going. "
1,"Typing my literature notes, almost done. "
1,@Jonasbrothers 8 DAYS BOYS. 8DAYS AND I GET  TO SEE YOU AGAIN. i miss you guys. iloveyouALL. Kevin i want your corner. 
0,@QueenMcIntyre oh my goodness!! i am so sorry that must have been devistating! 
1,@PiperRose79 I have always been a qld supporter on the stance that qld was where I arrived first! I can hold my own 
1,@AnderLucia made great time...drove the whole way. planning to take the train to san diego from oceanside tomorrow and chill out there 
1,I think is kinda cute actually 
1,@khairulnz You're welcome 
0,i need to start sleeping right.  theres nothing to do at 4 in the morning.
0,"Up and at 'em. Seeing Kampers at K-Kountry. Lots of stomach ache (homesick,) cough (homesick,)chiggers (hs,) ... Only two more days "
1,finally! my weekend begins! 
1,@ChrisBatDell I'll be checking into it for Student Union and Edu4u - wld love to hear ur feedback when I return 
0,"about to go swimming. ll stand my ground, you will not carry me down. i wish you&lt;333 were here. "
1,@stefrabago OURS GOT MOVED TO THE 16! YAAAAY! 
0,Well me and My Ego are gonna hit the sheets..... ALONE&gt;&gt;&gt;    lol
0,Babe was supposed to get me food but he fell asleep.  I'm hungry!
0,5 days off!!!i hope i dont cave tomorrow 
0,"I walked past a restaurant selling frog leg poridge. A cute frog jumping frantically against the glass tank, hoping to go free. Sad "
0,I can not believe I just drove all the way back here to find out that SOMEONE forgot something in the car... I might have to drive back. 
0,"flight is as much my fault as anyones, i should have paid attention to the date not just time time. i was so excited i failed to validate "
1,"Stuck in the office on a pretty darned nice day, looking forward to my 8 dates off work "
0,"@artlovemusic Nice. It would've been nice.  And no, not really."
0,grrr... he is saying sorry  what will i do?? he knows my weakness amp!!
0,going to the dentist now to get 4 cavities filled. can i express how not excited i am about this?   
0,"@backstreetboys I just wanted to give you guys a heads up that two more songs have been leaked onto the internet, Hologram and Shattered. "
0,"Anyone watchin Iraq thing? It's totally freakin me but can't stop watchin... blood pressure thro roof, nails all bitten.... "
0,cannot sleep...I can't believe you are gone Jordan. Rest in Peace.. You will truly be missed... 
1,@KadiBasdeo praying for u girl...uv been on my heart for the past few weeks...make sure you get people alongside you when you need it  xxx
1,"@BeMeaningful Hey. Yes, I went here http://bit.ly/CCUCI Hung out at home for the rest of the weekend. Lazy, I know "
1,I'm soooooooo irriated why do I have to be such a chiken@paytonrae101 say hi to Christian 4 me 
0,"@AntoneellaP  Aww   I am  saad,  very sad      I need you help,  I call to you? :R"
0,@samiralove damn! and i'm going out tonight for the first time in EVER.   i'm sorry your back hurst 
0,"@gavreilly On one hand, yay. On the other hand, fail "
1,calling matt whitby (cant work out how to DM you) i would like to blog please 
0,Thank god they turned the microphone back on! The crushing silence when trapped in a TV is horrid 
0,Where'd my layout go? 
0,"Bah, half my followers are bloody spam bots and I can't block them off my followers list "
0,"Thunders storms, heavy rain and power glitches! Where has the sun gone "
1,jus woke up n it looks really nice outside 
1,no offense cammie but dana sux cuz carens goin there  btw is u kno who still bin a bitch 2 u???
1,"nothing's more comforting than hearing grunge, especially on a rainy day  looovvee and happy!"
0,Worried sick now about my granddaughter. She's at Hasbro possibly needing to have her shunt revised which means another surgery.  
1,wishes all you moms a happy &amp; blessed Mother's Day!  
1,waiting to see the movie 
1,"one of the best weekends! great weather, lovely 10 man walk on friday night, boozy get together last night &amp; water fight tonight. Classic "
0,"my lunch sucked, I have a funny taste in my mouth and a hungry belly "
0,just found out who he really is. i feel so betrayed and sad. tomorrow is going to suck. fuck it all 
1,"@gKwo  it did, i didnt really watch it haha"
1,@BobNL Let me know when you're in NY so I can let Hank Know. 
1,DOUGIE POYNTER REPLYED TO ME 
1,"i fainted in the hospital !! i did not scared just think it was so funny, cuz many ppl surrounding me, busy&amp; nervous, me? so peaceful!!!! "
1,"last exams overr =]... no more school, woo "
1,go to cinema in a few hours...  watch &quot;hannah montana-the movie&quot;... love you @mileycyrus
0,work ugh... still trying to figure out how to work this site 
0,@guitar006 I know 
0,Ah I am now in da hood.  Funkytown between 16th and 22nd on Oak Park in my lovely Berwyn I'll. 
1,i love the heat 
1,good morning europe 
1,@GtotheJan 
1,ok... bathroom.. here i come! 
1,@Niki7a          i love it.
0,i love my girlfriend so much &lt;3 i will do anything for her. i just wish she would do anything for me and not for another guy...  hurts
1,@Ipswich772 @wossy I love little boots 
0,has a maths examen at 1 o clock 
1,@petewentz haha. thanks for the scorpio horoscope. it made me laugh. let's just hope that one doesn't come true 
1,@nastassija Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,"@LariiTran, i don't know if the rob &amp; kristen thing is true, but i hope so. "
1,is writing in my class 
1,"@jeff25624 oOo, that sounds AMAZING!    I might have to try that SOON!"
0,"Carlos, you ass munch! Follow me back or ima get botty tickled "
1,"@cdutson Who said we were talkin' about you, hmm??? "
1,@mrwindup What kind of puppy? 
1,@Andrewgoldstein you guys were amazing!! look forward to seeing you again. congrats on the new record. 
1,@MKCOL hi - am new follower!  
0,"@zebr0 im sorry  um, u should be excited. a weekend of fun. :]"
1,"@margaretcho you're amazing, just listening to some of your old shows and having such a great time "
1,Hey @souljaboytellem Your Nasty!  Aww Bless Her   (souljaboytellem live &gt; http://ustre.am/2UhS)
1,@detoxcz Well keep an eye on you sir 
0,"@kellie_apple haha no, the party is first at 7, and it's only 5 here. he's picking me up 6:30.  but I dont think I have the guts "
1,ha ha..  fun night it is 
0,"@NoemiR21 nothing like the old ones the best,I even had the books... the next gen.Degrassi was fun for a few years but now it's different "
0,@formicadinette - Yipe! I'm sorry to hear that 
0,oh God! Bicycle accident just across the street from our house. I think fatal. Cyclist died near same place 2 yrs ago. We need bike lanes 
0,my aunties going  going to say bye now xo
1,@myfixesfixed HAHAHA he is very cute in the Mirotic mv 
0,Errrrrh-- sorry  it's not like I did it on purpose :\
1,I wonder when my adverts will go on tele??? meant to be this week hmmm... 
1,some people just don't get it.... 
1,Just started a Twibe. Visit http://twibes.com/deadreds to join. It's for old wine lovers 
0,My cat brought a live mouse in last night. I tried to save it but too late  http://tinyurl.com/d63ybo
0,@artrockrebel damn...i think i may cry myself to sleep tonight.........dude 
0,"@Stimey   My son is headed in that direction. I found a soapy sink full of wires, screws and AA batteries last week."
1,"Good Morning Tweeple!  Hope everyone, even @BReal_2, has a great Monday!  "
1,About to eat some cocktail shrimp &amp; sip on some Pepsi 
1,@anima Holy shit 
0,Iran  I hope for them.
0,sick and tired of being sick and tired  I cried all day...
0,"Aunt's gone missing. Patience running thin. College interview @ 4 pm Eastern Time - excited, apprehensive, ready. Missed eye dr appt  #fb"
1,@dannypcrook @iainmcooke Good advice from both of you - re: Thrush - dont use the chocolate balls corners either. - noted! TY! 
0,is not impressed pizza arived with pepperoni on it rather than pineapple  now waiting for my new one http://plurk.com/p/11z3n1
1,@jordanknight Wow.  You had me stumped!!  You are good!!
1,is cleaning up her laptop. Somebody give me a 1T portable drive for my birthday please 
1,@Apocalice It was great.  Going the other way around tomorrow.
0,Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though 
0,"@jakeashley yikes I hate blood tests, and sadly i have them a lot "
1,"Back at work after a three day weekend....I feel weird....like in slow motion or something, yet I love being at work "
1,"@MajorDodson Y thank U, I'm glad you feel that way "
0,"just woke up, feel soo sick, i can feel a cold coming,  "
1,Just downloaded twhirl to get updates straight to my desktop.. this could be the end of work as we know it 
1,Off to the Autism walk in Toronto 
0,off to CA for a week! no art updates til I'm back due to no internet  Too bad Quest was in SF earlier
1,I am going for a haircut now: style Jennifer Garner's bangs in ghosts of girlfriends past  yay!
0,I sprained my ankle at school 
0,"All funerals upset me...I feel for all those grieving...hes arrived, bless him,  I hope they all get through it as well as they can "
1,@perezhilton sooo i'm going to live there 
1,@JonathanRKnight ok im off to bed...xoxo hope you get rest tonight....hope to wake up to a twit pic...or a direct message  hahaha
0,Why is that when you have time off from work you get sick? 
0,"Got to work on most evilous project  Must concentrate, do it as fast as possible and get rid of it at least for now."
1,Sam Adams Cherry Wheat on tap...yum 
0,"@orbitingfrog @carolune Jealous that u have tethering. Due 2 AT&amp;T inability 2 be flexible, people in the US are still waiting for it "
1,@DavidArchie: I went to watch your concert with David Cook.. both of you are good singers.. 
1,@Hefelumpman Missed your reply; I can see how that sounded ambiguous! It's actually this http://snipr.com/j6vg7 lol. Still excited though 
0,HMMMM...None of my friends are on 
0,Well so fuckin much for that. I'm alone... Yet again 
0,"waited for him to go online.. lucky me, i was eating when he IMed me. 8-| :| :| And now, he's offline.  dayuuum."
1,@EdenSol  awww thank  you! 
0,It's so difficult that @tommcfly could replies me with all that fans who tweet him JUM.. 
0,@mrjonathanlee Soon as I need the money and I don't need a flat in Londonium anymore 
1,@_supernatural_ http://twitpic.com/666si - She rocks - apparently for me every one and everything rocks today 
0,@cilling hope everything is ok. Boys fuck everything up always 
1,"I had my Debit Card cloned! someone tried to use it in the Philippines, but thank you Lloyds for stopping it "
1,@denvy &quot;If the prayer is stronger... then the prayer will be answered&quot; - that's why I always flagellate myself 
1,I'm still a big empty box. This must be a tough one for twitter to fix. I will check back later. Back to work 
0,@YorkyPuds Zombie Command wishes they could play L4D but is stuck at work  Could have a blast at lunch but no xbox/pc interface 
1,@Noway57 @nazra Haha..you think I'm from Penang?what gave you that idea?but no.. I'm pure bred PJ people 
1,Just finished my work out very sore now...but no pain no gain right  http://myloc.me/45Y
1,@Karen120374 I love you too 
1,@beeayeohh that's my girlfriend's name...she's visiting from the bay area 
1,"@timmy_twitts its worse, the UK is very sunny nowadays "
0,@bryangreenberg No Canada?? Dissed and dismissed.  
0,"I think I have post-Auchengillan blues. I want to go back now please, kthnx. "
1,I'm Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend.. 
1,going to bed now     night night xx 
0,"my new kittens are so lovely, one called poppy and the other called daisy, i do prefer shirley and louise tho  but mum said no"
1,is hoping that everyone can hang in there for one more day of cold.  I see the light at the end of the tunnel. 
1,@lakersnation isnt he though 
0,"sigh, desk-tapping just isn't as much fun when you're by yourself "
0,my vista night getting worse 
1,goodmorning 
1,At Uni waiting for eating company. Exam done. I actually didn't even read... So no passing that exam... 
0,I don't want to go home.  I want to buy a house on de Witte Singel in Leiden.  The weather here is beautiful at the moment. 
1,@KCDiz hmmm good idea. 
0,"hello everyone. been out most of the weekend, i'm shattered. and have a sore head "
1,today was a very relaxin day 
1,&quot;this is trash&quot; #3hotwords (the husband's 3 favourite words 
1,"@anappealtoarms oh! LOL. Wow, I'm so nosey! LOL. "
1,@Cornelieke reading CVs today - found yours 
0,@jordanknight my sis is sad that ur not in raliegh tomorrow  could u give her a shout out @amygarbo to make her feel better? Please!!
0,"@Mollena I'll be hanging with Miss Sexu herself, @AmberCadabra - she's back for a conference. Will miss you like crayzee "
0,"Oh, Trade Me, you did not just recommend Twilight posters for me did you?  Grr, I'm having someones head at work tomorrow..."
0,@OfficialNichole Holla Nich. I'm sure the new album will be crazy... it can't be the same without Tiff tho. she was the soul of GLG. 
1,lol my love save up &amp; i'll take you!!! that's what miss saly is doing!!! itd be nice if u come too 
1,"@aplusk unless you cracking one off in the cinema whilst you watching, then it hurts everyone, "
1,"@hot30 Aah yes, the best bogan attire has sequins - My 'good thongs' (footwear kind!) have sequins "
0,"@chechunor nah, i just wanted to be able to drink at work... im a sort-of-it guy at a software company. Cant even have beer "
1,Happy Sunday! 
1,Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around 
1,@mileycyrus http://twitpic.com/6dvj4 - congratulations miley!! and off course...as they told you..you look awesome!! 
0,I have to reach school by 8.30 because my grp mates don't have a thumbdrive. 
0,"@rohitsabu tell me about Les Paul. I asked @AiyerChitra @knownotmuch @sudhamshu to gift it for my birthday. But NO, THEY WON'T! MEEAAANN! "
0,I'm up &amp; at work. I don't feel anything this mornin.  I'm numb 
1,"Eating oreos, hungry as fuck "
0,Taking a sicky.....Been to the dentist 
1,We were supposed to go to fantasy island today..but there's an increasing chance of precipitation  (haha science terms...)
0,headaches are the worst 
1,listening to eason's 2006 album .. What's going on...? This is my favourite eason album  it's 3.38am
1,"yes!! i finished planning my classes, well... i'm going to bed, i have to work tomorrow .... good night everybody!! "
0,I can hear my neighbors laughing on the balcony and I'm so depressed that I'm in here writing papers.    
0,"Nice read...&quot;the average software developer&quot; http://is.gd/Qgce sadly I know too many of them  some even skilled, but not...(via @simonech)"
0,@simplysweetpea what about &quot;me&quot; time 
0,@gem_w no idea! he's been very quiet &amp; then mentioned something bugged him but wouldn't say what. im crushed 
0,"@dnbauman hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don't think we'll see the fight "
0,@NeshiaK nawl I'm not going my grandparents here 
0,Ate wayyyy too much. Not feeling to good 
0,"Lazy day to day, can't find the motivation to do much of anything. "
1,@Muldz04 your hot! 
0,@jordanknight Hi Jordan! You're still burning in your background. I take it your back is not completely better  Hugs and Take Care!
1,had a fun night with my jofis  but I miss my bestest @britnisherea more than anything!!!!
0,"I woke up with a stomach ache, but HAD to go to lab.  Now it's time to nap!"
1,@britneyspears So how do i win free tickets??? -Michelle 
1,"@johnhood #140conf is an international event with Characters joining us from across North America, Europe and the Middle East so yes. "
1,Awwww - thanks for the #followfriday love guys - hey newbies  - @reply me and I will follow you back 
1,This is not a test 
1,writing a research paper for anatomy &amp; physiology and talking to joshy poo 
0,&quot;UP&quot; sad movie  but still good
0,"Rest in peace, Farrah Fawcett...rest now.  Your struggle is over.  Bless her and her family. "
0,"@Wilbursan i know yeah, very good point! i enjoy english and i feel like im under pressure to do well "
1,"@Ice2904 Cool.  I haven't been on it today, keep getting distracted by Twitter instead. :p"
0,Hah thank youu. 
1,@Linz007 Be strong! we shall catch up in about 3 hours 
0,Is in bed watching vegas vacation.. Haha wtf?? I can't sleep 
1,@davedebisschop  I think it is too.    Have a wonderful day!
1,&quot;Do you smell that?&quot; &quot;Everyday.&quot; I loveeeeeeeeeeee Dean! 
1,@MamaBee4 Damn flying bugs!!! Enjoy the rest of your afternoon 
0,@ddlovato me and the states miss you already!! &lt;3 
1,"@traveleverywher  Thanks for all the great tweets, you cuz people to smile  "
1,"@TeamTSwift You Belong With Me, Hey Stephen , Love Story , I Love The Whole Cd "
1,@tpr2 np  more to come *winks*
0,I couldn't be happier laying in bed listening to the rain fall.  Poo-I suppose I must spoil it and get up. 
1,@turtlescanrun - have a great date day!  we have similar planned for Saturday - a bike/swim then lunch!  
1,http://twitpic.com/6fwrs - Otays big ass track team &amp; my purple coach purse  -- coach talks WAY to much!
0,this was a really good day.  and then a really really bad day.  and that's always worse.  because you just remember it as crap 
0,just got home from the game and it feels like someone took a hammer and slapped the hell out of me!!  hahah oh well good game though
1,@BooksByTara Yes it is!! 
0,@mmwade left  but @rlhasie is back in town!
1,Little brother's for lunch 
0,@xotor1 what meeting is this!? N ONE TOLD ME ABOUT THIS!!! 
0,Sitting under the dryer...blah... I want round tables immediately 
0,Going out to enjoy the sun - after history essay that is  'Does Haig deserve the reputation as the butcher of the somme' GREAT :\
1,@msax22 Out of morbid curiosity were you sending the &quot;press release machine&quot; tweet to anyone in particular? Or just citing truth for all? 
0,just wake up im ill  i not at school and i have't eatin in ages
0,"What a  joy , i get to start working today!!!! wooohooo "
1,@RacheLyn5485 Nice 
1,big brother 10 tonight 
0,well poo 
1,"@pvponline I'll agree with the rest, today's strip is quite clever and funny  Good stuff."
1,Getting Ready to go to The movies w|Mi Prima 
1,At least I'll have another profession to rely on if all this standard/IT-stuff fails   http://twitpic.com/68uvh
0,good morning - slept very bad  - later on meeting with my boss 
0,half my class just called me retarded it hurt for real 
0,is not looking forward to my 12 hour shift 
0,trip to Cherating with family di batalkan. Sebab takde hotel. Penuh. 
1,preparing our meal 
